省,市,行政代码,时间,所有问题个数,环保问题领域个数,环保_感谢个数,环保_建言个数,环保_求助个数,环保_投诉个数,环保_咨询个数,环保_积极总值,环保_消极总值,环保_感谢积极总值,环保_感谢消极总值,环保_建言积极总值,环保_建言消极总值,环保_求助积极总值,环保_求助消极总值,环保_投诉积极总值,环保_投诉消极总值,环保_咨询积极总值,环保_咨询消极总值
新疆维吾尔自治区,乌鲁木齐市,650100,2013,279,12,,1.0,,5.0,6.0,1.9495,10.0505,,,0.0004,0.9996,,,1.0096,3.9904,0.9395,5.0605
新疆维吾尔自治区,乌鲁木齐市,650100,2014,366,21,,7.0,5.0,8.0,1.0,2.4185,18.5814,,,0.8736999999999999,6.1263,1.1567,3.8433,0.3191,7.6808,0.069,0.931
新疆维吾尔自治区,乌鲁木齐市,650100,2015,360,26,,4.0,7.0,13.0,2.0,1.1705,24.8295,,,0.6753000000000001,3.3247,0.2793,6.7207,0.1997,12.8003,0.0162,1.9838
新疆维吾尔自治区,乌鲁木齐市,650100,2016,699,54,,6.0,11.0,34.0,3.0,3.2241,50.776,,,1.6155,4.3846,0.15,10.85,1.4027,32.5973,0.055900000000000005,2.9441
新疆维吾尔自治区,乌鲁木齐市,650100,2017,810,37,1.0,,10.0,24.0,2.0,2.2394,34.7606,0.0046,0.9954,,,0.8469,9.1531,1.0763,22.9237,0.3116,1.6884000000000001
新疆维吾尔自治区,乌鲁木齐市,650100,2018,765,22,,,5.0,16.0,1.0,0.8128,21.1872,,,,,0.317,4.683,0.3966,15.6034,0.0992,0.9008
新疆维吾尔自治区,乌鲁木齐市,650100,2019,1758,62,1.0,4.0,13.0,40.0,4.0,4.468,57.5321,0.5281,0.4719,0.9110999999999999,3.0889,0.2229,12.7771,2.4065,37.5936,0.3994,3.6006
新疆维吾尔自治区,乌鲁木齐市,650100,2020,9838,236,,4.0,34.0,190.0,8.0,12.1974,223.8026,,,0.0458,3.9542,0.9778,33.0222,10.1376,179.8624,1.0362,6.9638
新疆维吾尔自治区,乌鲁木齐市,650100,2021,8904,330,,23.0,60.0,228.0,19.0,21.140800000000002,308.8592,,,3.5786000000000002,19.4214,2.6305,57.3695,14.2665,213.7335,0.6652,18.3348
新疆维吾尔自治区,伊犁哈萨克自治州,654000,2011,18,1,,,,,1.0,0.0968,0.9032,,,,,,,,,0.0968,0.9032
新疆维吾尔自治区,伊犁哈萨克自治州,654000,2012,24,1,,,,,1.0,0.0036,0.9964,,,,,,,,,0.0036,0.9964
新疆维吾尔自治区,伊犁哈萨克自治州,654000,2013,38,2,,,,,2.0,0.0036999999999999997,1.9963,,,,,,,,,0.0036999999999999997,1.9963
新疆维吾尔自治区,伊犁哈萨克自治州,654000,2014,67,5,,,,5.0,,0.5356,4.4643999999999995,,,,,,,0.5356,4.4643999999999995,,
新疆维吾尔自治区,伊犁哈萨克自治州,654000,2015,68,6,,1.0,2.0,3.0,,0.1024,5.8976,,,0.0016,0.9984,0.0009,1.9990999999999999,0.0999,2.9001,,
新疆维吾尔自治区,伊犁哈萨克自治州,654000,2016,117,6,,1.0,2.0,3.0,,0.0711,5.9289,,,0.058,0.942,0.0044,1.9956,0.0087,2.9913,,
新疆维吾尔自治区,伊犁哈萨克自治州,654000,2019,246,6,,,1.0,5.0,,0.033,5.9670000000000005,,,,,0.0004,0.9996,0.032600000000000004,4.9674,,
新疆维吾尔自治区,伊犁哈萨克自治州,654000,2020,3134,36,,4.0,4.0,20.0,8.0,1.3214,34.6786,,,1.2044,2.7956000000000003,0.0004,3.9996,0.109,19.891000000000002,0.0076,7.9924
新疆维吾尔自治区,伊犁哈萨克自治州,654000,2021,1931,33,,,6.0,23.0,4.0,0.5893999999999999,32.4106,,,,,0.2384,5.7616,0.3492,22.6508,0.0018,3.9981999999999998
新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,653000,2020,376,4,,2.0,2.0,,,0.1256,3.8743999999999996,,,0.0036,1.9964,0.122,1.878,,,,
新疆维吾尔自治区,克孜勒苏柯尔克孜自治州,653000,2021,551,5,,2.0,,2.0,1.0,0.3445,4.6555,,,0.3006,1.6994,,,0.0124,1.9876,0.0315,0.9685
新疆维吾尔自治区,克拉玛依市,650200,2015,7,1,,1.0,,,,0.9982,0.0018,,,0.9982,0.0018,,,,,,
新疆维吾尔自治区,克拉玛依市,650200,2018,33,2,,2.0,,,,0.3867,1.6133,,,0.3867,1.6133,,,,,,
新疆维吾尔自治区,克拉玛依市,650200,2020,533,6,,,4.0,2.0,,0.0007999999999999999,5.9992,,,,,0.0006,3.9994,0.0002,1.9998,,
新疆维吾尔自治区,克拉玛依市,650200,2021,329,1,,,,1.0,,0.0001,0.9999,,,,,,,0.0001,0.9999,,
新疆维吾尔自治区,博尔塔拉蒙古自治州,652700,2015,4,1,,,,1.0,,0.2896,0.7104,,,,,,,0.2896,0.7104,,
新疆维吾尔自治区,博尔塔拉蒙古自治州,652700,2017,7,1,,,1.0,,,0.7585,0.2415,,,,,0.7585,0.2415,,,,
新疆维吾尔自治区,博尔塔拉蒙古自治州,652700,2020,401,2,,,2.0,,,0.0004,1.9996,,,,,0.0004,1.9996,,,,
新疆维吾尔自治区,博尔塔拉蒙古自治州,652700,2021,269,11,,,1.0,8.0,2.0,0.2191,10.780899999999999,,,,,0.032,0.968,0.0341,7.9658999999999995,0.153,1.847
新疆维吾尔自治区,吐鲁番市,650400,2011,15,1,,,,,1.0,0.0001,0.9999,,,,,,,,,0.0001,0.9999
新疆维吾尔自治区,吐鲁番市,650400,2012,9,1,,,,,1.0,0.0,1.0,,,,,,,,,0.0,1.0
新疆维吾尔自治区,吐鲁番市,650400,2015,15,1,,1.0,,,,0.004,0.996,,,0.004,0.996,,,,,,
新疆维吾尔自治区,吐鲁番市,650400,2020,642,8,,,4.0,4.0,,0.6478,7.3522,,,,,0.21839999999999998,3.7816,0.4294,3.5705999999999998,,
新疆维吾尔自治区,吐鲁番市,650400,2021,565,6,,,,6.0,,0.5778,5.4222,,,,,,,0.5778,5.4222,,
新疆维吾尔自治区,和田地区,653200,2017,22,1,,,,1.0,,0.3886,0.6114,,,,,,,0.3886,0.6114,,
新疆维吾尔自治区,和田地区,653200,2020,2952,20,,,10.0,8.0,2.0,2.8062,17.1938,,,,,2.5056000000000003,7.494400000000001,0.2964,7.7036,0.0042,1.9958
新疆维吾尔自治区,和田地区,653200,2021,2107,23,2.0,4.0,10.0,7.0,,2.9515,20.0485,1.9896,0.0104,0.8692,3.1308,0.024300000000000002,9.9757,0.0684,6.9316,,
新疆维吾尔自治区,哈密市,650500,2014,20,2,,1.0,,1.0,,0.0175,1.9825,,,0.0175,0.9825,,,0.0,1.0,,
新疆维吾尔自治区,哈密市,650500,2015,37,1,,,1.0,,,0.1236,0.8764,,,,,0.1236,0.8764,,,,
新疆维吾尔自治区,哈密市,650500,2016,39,1,,,1.0,,,0.0005,0.9995,,,,,0.0005,0.9995,,,,
新疆维吾尔自治区,哈密市,650500,2017,26,2,,,,2.0,,0.0044,1.9956,,,,,,,0.0044,1.9956,,
新疆维吾尔自治区,哈密市,650500,2018,34,1,,,,1.0,,0.0189,0.9811,,,,,,,0.0189,0.9811,,
新疆维吾尔自治区,哈密市,650500,2019,115,4,,,2.0,2.0,,0.3252,3.6748000000000003,,,,,0.16749999999999998,1.8325,0.1577,1.8423,,
新疆维吾尔自治区,哈密市,650500,2020,538,6,2.0,2.0,2.0,,,1.149,4.851,0.9228,1.0772,0.2234,1.7766,0.0028,1.9972,,,,
新疆维吾尔自治区,哈密市,650500,2021,472,10,,,,6.0,4.0,1.1523999999999999,8.8476,,,,,,,1.146,4.854,0.0063999999999999994,3.9936
新疆维吾尔自治区,喀什地区,653100,2013,34,1,,1.0,,,,0.0037,0.9963,,,0.0037,0.9963,,,,,,
新疆维吾尔自治区,喀什地区,653100,2018,56,1,,,,1.0,,0.045,0.955,,,,,,,0.045,0.955,,
新疆维吾尔自治区,喀什地区,653100,2019,243,2,,,1.0,1.0,,0.0032,1.9968,,,,,0.0005,0.9995,0.0027,0.9973,,
新疆维吾尔自治区,喀什地区,653100,2020,1835,18,,4.0,,14.0,,0.5588,17.4412,,,0.0322,3.9678,,,0.5266,13.4734,,
新疆维吾尔自治区,喀什地区,653100,2021,2418,21,2.0,,6.0,12.0,1.0,2.4393,18.5607,1.9866,0.0134,,,0.0016,5.9984,0.4508,11.549199999999999,0.0003,0.9997
新疆维吾尔自治区,塔城地区,654200,2016,24,1,,,,1.0,,0.0494,0.9506,,,,,,,0.0494,0.9506,,
新疆维吾尔自治区,塔城地区,654200,2019,90,1,,,1.0,,,0.9055,0.0945,,,,,0.9055,0.0945,,,,
新疆维吾尔自治区,塔城地区,654200,2020,444,4,,,4.0,,,0.0054,3.9946,,,,,0.0054,3.9946,,,,
新疆维吾尔自治区,塔城地区,654200,2021,328,2,,,,2.0,,0.0104,1.9896,,,,,,,0.0104,1.9896,,
新疆维吾尔自治区,巴音郭楞蒙古自治州,652800,2013,10,1,,,,,1.0,0.0173,0.9827,,,,,,,,,0.0173,0.9827
新疆维吾尔自治区,巴音郭楞蒙古自治州,652800,2015,17,2,,,1.0,1.0,,0.1435,1.8565,,,,,0.1427,0.8573,0.0008,0.9992,,
新疆维吾尔自治区,巴音郭楞蒙古自治州,652800,2016,20,1,,,,1.0,,0.017,0.983,,,,,,,0.017,0.983,,
新疆维吾尔自治区,巴音郭楞蒙古自治州,652800,2017,26,2,,,,2.0,,0.005399999999999999,1.9946000000000002,,,,,,,0.005399999999999999,1.9946000000000002,,
新疆维吾尔自治区,巴音郭楞蒙古自治州,652800,2019,97,3,,2.0,,1.0,,0.5677,2.4322999999999997,,,0.0377,1.9623,,,0.53,0.47,,
新疆维吾尔自治区,巴音郭楞蒙古自治州,652800,2020,757,32,,6.0,10.0,12.0,4.0,1.5366,30.4634,,,1.3964,4.6036,0.0482,9.9518,0.0842,11.915799999999999,0.0078,3.9922
新疆维吾尔自治区,巴音郭楞蒙古自治州,652800,2021,839,16,,,6.0,10.0,,0.4552,15.5448,,,,,0.2786,5.7214,0.1766,9.8234,,
新疆维吾尔自治区,昌吉回族自治州,652300,2011,43,1,,,,,1.0,0.0001,0.9999,,,,,,,,,0.0001,0.9999
新疆维吾尔自治区,昌吉回族自治州,652300,2012,28,1,,,,,1.0,0.8071,0.1929,,,,,,,,,0.8071,0.1929
新疆维吾尔自治区,昌吉回族自治州,652300,2013,20,1,,,,,1.0,0.0005,0.9995,,,,,,,,,0.0005,0.9995
新疆维吾尔自治区,昌吉回族自治州,652300,2015,23,5,,,2.0,3.0,,1.3993,3.6007,,,,,1.0535999999999999,0.9464,0.3457,2.6543,,
新疆维吾尔自治区,昌吉回族自治州,652300,2017,44,1,,,,1.0,,0.0,1.0,,,,,,,0.0,1.0,,
新疆维吾尔自治区,昌吉回族自治州,652300,2018,84,3,,,,3.0,,0.0002,2.9998,,,,,,,0.0002,2.9998,,
新疆维吾尔自治区,昌吉回族自治州,652300,2019,152,6,,3.0,2.0,1.0,,0.098,5.902,,,0.0041,2.9959,0.07629999999999999,1.9237,0.0176,0.9824,,
新疆维吾尔自治区,昌吉回族自治州,652300,2020,1046,12,2.0,2.0,4.0,4.0,,2.677,9.323,1.2642,0.7358,1.0806,0.9194,0.032,3.968,0.3002,3.6997999999999998,,
新疆维吾尔自治区,昌吉回族自治州,652300,2021,728,10,,,3.0,7.0,,0.2424,9.7576,,,,,0.002,2.998,0.2404,6.7596,,
新疆维吾尔自治区,阿克苏地区,652900,2014,19,1,,,,1.0,,0.0052,0.9948,,,,,,,0.0052,0.9948,,
新疆维吾尔自治区,阿克苏地区,652900,2015,43,1,,,,,1.0,0.2276,0.7724,,,,,,,,,0.2276,0.7724
新疆维吾尔自治区,阿克苏地区,652900,2016,56,1,,,,1.0,,0.0,1.0,,,,,,,0.0,1.0,,
新疆维吾尔自治区,阿克苏地区,652900,2018,25,1,,,,1.0,,0.0037,0.9963,,,,,,,0.0037,0.9963,,
新疆维吾尔自治区,阿克苏地区,652900,2019,117,1,,,,,1.0,0.0,1.0,,,,,,,,,0.0,1.0
新疆维吾尔自治区,阿克苏地区,652900,2020,700,4,,,,4.0,,0.0056,3.9943999999999997,,,,,,,0.0056,3.9943999999999997,,
新疆维吾尔自治区,阿克苏地区,652900,2021,731,10,,,5.0,3.0,2.0,0.1503,9.8497,,,,,0.0418,4.9582,0.10830000000000001,2.8917,0.0002,1.9998
新疆维吾尔自治区,阿勒泰地区,654300,2011,61,4,,,,,4.0,0.0067,3.9933,,,,,,,,,0.0067,3.9933
新疆维吾尔自治区,阿勒泰地区,654300,2012,75,2,,,,,2.0,0.8036,1.1964000000000001,,,,,,,,,0.8036,1.1964000000000001
新疆维吾尔自治区,阿勒泰地区,654300,2014,27,1,,1.0,,,,0.0006,0.9994,,,0.0006,0.9994,,,,,,
新疆维吾尔自治区,阿勒泰地区,654300,2015,9,1,,,,1.0,,0.0016,0.9984,,,,,,,0.0016,0.9984,,
新疆维吾尔自治区,阿勒泰地区,654300,2017,16,3,,,3.0,,,0.0015,2.9985,,,,,0.0015,2.9985,,,,
新疆维吾尔自治区,阿勒泰地区,654300,2018,29,3,,1.0,1.0,1.0,,0.008199999999999999,2.9918,,,0.0001,0.9999,0.0056,0.9944,0.0025,0.9975,,
新疆维吾尔自治区,阿勒泰地区,654300,2020,192,4,,,2.0,,2.0,0.4884,3.5116,,,,,0.4834,1.5166,,,0.005,1.995
江苏省,南京市,320100,2011,146,13,,,,,13.0,1.6689,11.3311,,,,,,,,,1.6689,11.3311
江苏省,南京市,320100,2012,51,1,,,,,1.0,0.0049,0.9951,,,,,,,,,0.0049,0.9951
江苏省,南京市,320100,2013,122,8,,,,1.0,7.0,2.414,5.586,,,,,,,0.0002,0.9998,2.4138,4.5862
江苏省,南京市,320100,2014,145,8,,2.0,1.0,4.0,1.0,1.3618999999999999,6.6381,,,1.0252999999999999,0.9747,0.1149,0.8851,0.22160000000000002,3.7784,0.0001,0.9999
江苏省,南京市,320100,2015,146,14,,4.0,4.0,6.0,,4.2461,9.7539,,,2.6347,1.3653,0.5254,3.4746,1.086,4.914,,
江苏省,南京市,320100,2016,219,20,,,10.0,10.0,,1.4748999999999999,18.525100000000002,,,,,0.9007,9.0993,0.5742,9.4258,,
江苏省,南京市,320100,2017,149,13,1.0,1.0,4.0,7.0,,2.3624,10.6376,0.9896,0.0104,0.0097,0.9903,0.8422999999999999,3.1577,0.5208,6.4792000000000005,,
江苏省,南京市,320100,2018,230,12,,2.0,2.0,8.0,,0.1967,11.8033,,,0.13540000000000002,1.8646,0.0162,1.9838,0.0451,7.9549,,
江苏省,南京市,320100,2019,717,43,,3.0,10.0,30.0,,1.6454,41.3546,,,1.0070000000000001,1.9929999999999999,0.3199,9.6801,0.3185,29.6815,,
江苏省,南京市,320100,2020,3034,172,,8.0,48.0,106.0,10.0,14.4261,157.5739,,,2.9394,5.0606,3.6334,44.3666,6.0937,99.9063,1.7596,8.240400000000001
江苏省,南京市,320100,2021,4364,208,2.0,9.0,37.0,153.0,7.0,16.4214,191.5789,0.3054,1.6946,0.3866,8.6134,3.6137,33.3865,10.8197,142.1804,1.296,5.704000000000001
江苏省,南京市,320100,2022,362,11,,,4.0,7.0,,0.6159,10.3841,,,,,0.004,3.996,0.6119,6.3881,,
江苏省,南通市,320600,2011,90,10,,,,,10.0,1.9586999999999999,8.0413,,,,,,,,,1.9586999999999999,8.0413
江苏省,南通市,320600,2012,39,5,,,,,5.0,1.0641,3.9359,,,,,,,,,1.0641,3.9359
江苏省,南通市,320600,2013,51,2,,,,,2.0,0.2814,1.7186,,,,,,,,,0.2814,1.7186
江苏省,南通市,320600,2014,65,3,,1.0,1.0,,1.0,0.6892,2.3108,,,0.5681,0.4319,0.0019,0.9981,,,0.1192,0.8808
江苏省,南通市,320600,2015,67,8,,,1.0,7.0,,0.0651,7.9349,,,,,0.012,0.988,0.0531,6.9469,,
江苏省,南通市,320600,2016,85,4,,1.0,2.0,1.0,,0.3632,3.6368,,,0.0215,0.9785,0.3131,1.6869,0.0286,0.9714,,
江苏省,南通市,320600,2017,69,12,,,3.0,8.0,1.0,0.9081000000000001,11.091899999999999,,,,,0.028999999999999998,2.971,0.8783000000000001,7.1217,0.0008,0.9992
江苏省,南通市,320600,2018,92,8,,2.0,1.0,5.0,,0.5075999999999999,7.4924,,,0.4899,1.5101,0.0002,0.9998,0.0175,4.9825,,
江苏省,南通市,320600,2019,186,21,,3.0,2.0,14.0,2.0,1.427,19.5731,,,0.1268,2.8733,0.6707,1.3293,0.6035,13.3965,0.026000000000000002,1.9740000000000002
江苏省,南通市,320600,2020,770,86,,12.0,24.0,44.0,6.0,11.2063,74.7937,,,4.6644,7.3356,2.1146,21.8854,2.7461,41.2539,1.6811999999999998,4.3188
江苏省,南通市,320600,2021,1531,77,,3.0,10.0,62.0,2.0,5.1729,71.8271,,,0.39790000000000003,2.6021,3.0474,6.9526,1.626,60.374,0.1016,1.8984
江苏省,南通市,320600,2022,169,8,,,3.0,4.0,1.0,0.23220000000000002,7.7678,,,,,0.1089,2.8911000000000002,0.1145,3.8855,0.0088,0.9912
江苏省,宿迁市,321300,2011,56,2,,,,,2.0,0.0049,1.9951,,,,,,,,,0.0049,1.9951
江苏省,宿迁市,321300,2012,39,2,,,,,2.0,0.8149,1.1851,,,,,,,,,0.8149,1.1851
江苏省,宿迁市,321300,2013,45,1,,,,1.0,,0.0033,0.9967,,,,,,,0.0033,0.9967,,
江苏省,宿迁市,321300,2014,66,5,,1.0,1.0,3.0,,0.21509999999999999,4.7849,,,0.212,0.788,0.0019,0.9981,0.0012,2.9988,,
江苏省,宿迁市,321300,2015,84,8,,2.0,,4.0,2.0,2.9179,5.0821,,,1.8653,0.1347,,,0.09330000000000001,3.9067000000000003,0.9593,1.0407
江苏省,宿迁市,321300,2016,141,5,,,2.0,3.0,,0.0014,4.9986,,,,,0.0007,1.9992999999999999,0.0007,2.9993,,
江苏省,宿迁市,321300,2017,97,8,,1.0,4.0,2.0,1.0,1.0787,6.9213000000000005,,,0.6415,0.3585,0.418,3.582,0.0054,1.9946000000000002,0.0138,0.9862
江苏省,宿迁市,321300,2018,64,3,,,,2.0,1.0,0.1043,2.8957,,,,,,,0.0879,1.9121000000000001,0.0164,0.9836
江苏省,宿迁市,321300,2019,188,14,,3.0,3.0,8.0,,2.0322999999999998,11.9677,,,1.0703,1.9297,0.9188,2.0812,0.0432,7.9568,,
江苏省,宿迁市,321300,2020,494,18,,2.0,2.0,8.0,6.0,0.092,17.908,,,0.0654,1.9346,0.005,1.995,0.0014,7.9986,0.0202,5.9798
江苏省,宿迁市,321300,2021,650,17,,,3.0,14.0,,0.5614,16.4386,,,,,0.5154000000000001,2.4846,0.046,13.954,,
江苏省,宿迁市,321300,2022,49,2,,,1.0,1.0,,0.0056,1.9944,,,,,0.0049,0.9951,0.0007,0.9993,,
江苏省,常州市,320400,2011,47,3,,,,,3.0,0.49729999999999996,2.5027,,,,,,,,,0.49729999999999996,2.5027
江苏省,常州市,320400,2012,28,2,,,,,2.0,0.0149,1.9851,,,,,,,,,0.0149,1.9851
江苏省,常州市,320400,2014,32,1,,,,1.0,,0.1155,0.8845,,,,,,,0.1155,0.8845,,
江苏省,常州市,320400,2015,32,4,,1.0,2.0,,1.0,0.8876,3.1124,,,0.0003,0.9997,0.6838,1.3162,,,0.2035,0.7965
江苏省,常州市,320400,2016,52,1,,,,1.0,,0.0003,0.9996,,,,,,,0.0003,0.9996,,
江苏省,常州市,320400,2017,42,3,,,,3.0,,0.019899999999999998,2.9801,,,,,,,0.019899999999999998,2.9801,,
江苏省,常州市,320400,2018,48,3,,1.0,,2.0,,0.0218,2.9782,,,0.0212,0.9788,,,0.0006,1.9994,,
江苏省,常州市,320400,2019,92,12,,1.0,3.0,8.0,,0.8652,11.1348,,,0.0872,0.9128,0.6295,2.3705,0.1485,7.8515,,
江苏省,常州市,320400,2020,670,22,,2.0,8.0,12.0,,2.1634,19.8366,,,0.0168,1.9832,1.7118,6.2882,0.4348,11.5652,,
江苏省,常州市,320400,2021,1089,43,,3.0,6.0,33.0,1.0,5.3844,37.6156,,,2.1184000000000003,0.8816,1.7553,4.2447,1.5093,31.4907,0.0014,0.9986
江苏省,常州市,320400,2022,98,4,,2.0,,2.0,,0.06799999999999999,3.932,,,0.0678,1.9322,,,0.0002,1.9998,,
江苏省,徐州市,320300,2011,200,11,,,,,11.0,0.5768,10.4232,,,,,,,,,0.5768,10.4232
江苏省,徐州市,320300,2012,137,7,,,,,7.0,0.8132999999999999,6.1867,,,,,,,,,0.8132999999999999,6.1867
江苏省,徐州市,320300,2013,135,6,,,,2.0,4.0,0.2758,5.7242,,,,,,,0.0164,1.9836,0.25939999999999996,3.7405999999999997
江苏省,徐州市,320300,2014,140,10,,,2.0,8.0,,0.24389999999999998,9.756,,,,,0.1658,1.8342,0.0781,7.9218,,
江苏省,徐州市,320300,2015,166,14,,,1.0,13.0,,0.1829,13.8171,,,,,0.0028,0.9972,0.1801,12.8199,,
江苏省,徐州市,320300,2016,257,17,,,5.0,11.0,1.0,2.5046,14.4954,,,,,0.909,4.091,1.5928,9.4072,0.0028,0.9972
江苏省,徐州市,320300,2017,161,15,,1.0,4.0,9.0,1.0,2.4618,12.5382,,,0.0003,0.9997,0.8301999999999999,3.1698,1.6307,7.3693,0.0006,0.9994
江苏省,徐州市,320300,2018,137,11,,,,10.0,1.0,0.0497,10.9503,,,,,,,0.0247,9.9753,0.025,0.975
江苏省,徐州市,320300,2019,315,23,,4.0,5.0,13.0,1.0,1.2776999999999998,21.7223,,,0.5678,3.4322,0.0098,4.9902,0.6299,12.3701,0.0702,0.9298
江苏省,徐州市,320300,2020,996,54,,2.0,8.0,38.0,6.0,1.093,52.907000000000004,,,0.0042,1.9958,0.0436,7.9564,0.8234,37.1766,0.22180000000000002,5.7782
江苏省,徐州市,320300,2021,2799,115,1.0,3.0,19.0,89.0,3.0,5.9384,109.0616,0.9127,0.0873,1.6218,1.3782,1.3941000000000001,17.605900000000002,2.0018,86.9982,0.008,2.992
江苏省,徐州市,320300,2022,248,13,,1.0,,10.0,2.0,0.554,12.446,,,0.0182,0.9818,,,0.092,9.908,0.44380000000000003,1.5562
江苏省,扬州市,321000,2011,87,6,,,,,6.0,0.8263,5.1737,,,,,,,,,0.8263,5.1737
江苏省,扬州市,321000,2013,41,2,,1.0,,,1.0,0.0005,1.9995,,,0.0003,0.9997,,,,,0.0002,0.9998
江苏省,扬州市,321000,2014,72,7,,,4.0,2.0,1.0,1.3614,5.6386,,,,,1.0941,2.9059,0.26670000000000005,1.7333,0.0006,0.9994
江苏省,扬州市,321000,2015,72,4,,,1.0,3.0,,1.0487,2.9513,,,,,0.1264,0.8736,0.9223,2.0777,,
江苏省,扬州市,321000,2016,97,10,,2.0,,8.0,,0.2346,9.7654,,,0.0025,1.9975,,,0.2321,7.7679,,
江苏省,扬州市,321000,2017,143,13,,1.0,3.0,9.0,,0.35860000000000003,12.641399999999999,,,0.0002,0.9998,0.09889999999999999,2.9011,0.2595,8.740499999999999,,
江苏省,扬州市,321000,2018,71,6,,,3.0,3.0,,0.08879999999999999,5.9112,,,,,0.0005,2.9995000000000003,0.08829999999999999,2.9116999999999997,,
江苏省,扬州市,321000,2019,109,8,1.0,1.0,,5.0,1.0,0.10430000000000002,7.8957,0.0029,0.9971,0.0004,0.9996,,,0.0184,4.9816,0.0826,0.9174
江苏省,扬州市,321000,2020,394,22,,,8.0,14.0,,0.159,21.841,,,,,0.1148,7.8852,0.044199999999999996,13.9558,,
江苏省,扬州市,321000,2021,1023,52,,1.0,4.0,43.0,4.0,3.4241,48.5759,,,0.0288,0.9712,1.9027,2.0973,1.4854,41.5146,0.0072,3.9928
江苏省,扬州市,321000,2022,55,2,,,1.0,1.0,,0.0287,1.9712999999999998,,,,,0.0008,0.9992,0.0279,0.9721,,
江苏省,无锡市,320200,2011,123,16,,,,,16.0,1.342,14.658,,,,,,,,,1.342,14.658
江苏省,无锡市,320200,2012,141,18,,,,,18.0,1.9581,16.0419,,,,,,,,,1.9581,16.0419
江苏省,无锡市,320200,2013,98,11,,,,1.0,10.0,0.6495,10.3505,,,,,,,0.0006,0.9994,0.6489,9.3511
江苏省,无锡市,320200,2014,126,15,,,1.0,13.0,1.0,0.49690000000000006,14.5031,,,,,0.0004,0.9996,0.46580000000000005,12.5342,0.0307,0.9693
江苏省,无锡市,320200,2015,124,16,,2.0,2.0,10.0,2.0,1.0084,14.9916,,,0.0218,1.9782000000000002,0.009,1.991,0.9683,9.0317,0.0093,1.9907
江苏省,无锡市,320200,2016,104,13,,,4.0,9.0,,1.6196000000000002,11.3804,,,,,0.6157,3.3843,1.0039,7.9961,,
江苏省,无锡市,320200,2017,130,18,1.0,,9.0,7.0,1.0,3.5556,14.4444,0.0661,0.9339,,,1.938,7.062,0.6829,6.3171,0.8686,0.1314
江苏省,无锡市,320200,2018,165,14,,3.0,5.0,5.0,1.0,1.6575,12.3425,,,1.0434999999999999,1.9565000000000001,0.0086,4.9914000000000005,0.6014999999999999,4.3985,0.0039,0.9961
江苏省,无锡市,320200,2019,392,36,,6.0,5.0,21.0,4.0,3.0658000000000003,32.9342,,,1.3576000000000001,4.6424,0.20809999999999998,4.7919,0.5053000000000001,20.4947,0.9948,3.0052
江苏省,无锡市,320200,2020,1374,66,,4.0,22.0,38.0,2.0,2.9788,63.0212,,,0.1198,3.8802000000000003,2.109,19.891,0.7494,37.2506,0.0006,1.9994
江苏省,无锡市,320200,2021,2986,132,,5.0,31.0,91.0,5.0,9.7075,122.2925,,,1.1608,3.8392,2.3142,28.6858,4.5362,86.4638,1.6963,3.3037
江苏省,无锡市,320200,2022,192,13,,1.0,3.0,8.0,1.0,1.9292,11.0708,,,0.0303,0.9697,0.3774,2.6226000000000003,0.5296,7.4704,0.9919,0.0081
江苏省,泰州市,321200,2011,50,6,,,,,6.0,0.14379999999999998,5.8562,,,,,,,,,0.14379999999999998,5.8562
江苏省,泰州市,321200,2012,17,1,,,,,1.0,0.0044,0.9956,,,,,,,,,0.0044,0.9956
江苏省,泰州市,321200,2013,36,4,,,1.0,,3.0,0.4907,3.5093,,,,,0.0573,0.9427,,,0.4334,2.5666
江苏省,泰州市,321200,2014,51,2,,,1.0,1.0,,0.0002,1.9998,,,,,0.0002,0.9998,0.0,1.0,,
江苏省,泰州市,321200,2015,54,5,,,2.0,3.0,,0.4491,4.5509,,,,,0.029699999999999997,1.9703,0.4194,2.5806,,
江苏省,泰州市,321200,2017,36,3,,,1.0,2.0,,0.24659999999999999,2.7534,,,,,0.0,1.0,0.24659999999999999,1.7534,,
江苏省,泰州市,321200,2018,47,5,,,1.0,4.0,,0.12050000000000001,4.8795,,,,,0.1085,0.8915,0.012,3.988,,
江苏省,泰州市,321200,2019,101,5,,,,5.0,,0.0073,4.9927,,,,,,,0.0073,4.9927,,
江苏省,泰州市,321200,2020,586,40,,2.0,8.0,28.0,2.0,2.6332,37.3668,,,0.0004,1.9996,2.1916,5.808400000000001,0.441,27.559,0.0002,1.9998
江苏省,泰州市,321200,2021,966,77,,3.0,28.0,46.0,,6.7394,70.2608,,,0.0453,2.9547,5.7932,22.2068,0.9009,45.0993,,
江苏省,泰州市,321200,2022,52,2,,,1.0,1.0,,0.048999999999999995,1.951,,,,,0.0479,0.9521,0.0011,0.9989,,
江苏省,淮安市,320800,2011,75,6,,,,,6.0,0.35960000000000003,5.6404,,,,,,,,,0.35960000000000003,5.6404
江苏省,淮安市,320800,2013,33,1,,,,,1.0,0.0004,0.9996,,,,,,,,,0.0004,0.9996
江苏省,淮安市,320800,2014,56,4,,,,4.0,,0.011300000000000001,3.9887,,,,,,,0.011300000000000001,3.9887,,
